instance,energy,resouces,congestion,time,num_nodes
1,249.16666666666666,86.0,0.49166666666666664,5.0565125,1
2,531.6666666666666,262.0,0.625,2.94971822,9
3,570.8333333333334,357.0,0.8833333333333333,1.8890036,20
4,825.0,459.0,0.8833333333333333,24.741963475,133
5,847.5,560.0,0.8833333333333333,5.746750412,43
