instance,energy,resources,congestion,time,num_nodes,timeout,cg_broke,gap
1,244.75,86.0,0.49166666666666664,0.107636256,1,false,false,NaN
2,518.9166666666666,273.0,0.6333333333333333,2.933527186,17,false,false,0.0
3,563.6666666666666,344.0,0.8833333333333333,2.593036121,33,false,false,0.0
